"GEOID","med_income","x","y","areas","adjusted_rate"
54047,24921,-81.653524905031,37.3784818376884,0.00364254576266956,78.4620101764396
54067,39171,-80.7993940319754,38.2916638461133,0.00445344340405933,78.1625211574356
54081,41032,-81.2484582835261,37.771328474629,0.00414799075735249,81.1645678262753
54107,41884,-81.5151612396768,39.2111291188001,0.00256459704300127,87.2623653327783
55113,41665,-91.144293272882,45.8798608209457,0.0091785127149666,82.4209930051084
56029,56363,-109.586491889715,44.520511166248,0.0473539794602898,67.4362636499517
56039,75325,-110.589309012324,43.9327885343379,0.0286623284680832,79.0922952707532
56045,57738,-104.567673072218,43.8402226679244,0.0163070332963575,72.6948886232797
1049,38192,-85.8044852580201,34.4596462693562,0.0053045348915827,85.2055054374405
1069,41571,-85.3023890462814,31.1532025291434,0.00396435772907735,85.4811032668957
1087,30738,-85.6926520458874,32.3859622958602,0.0041792121573766,79.4510796442786
1091,32042,-87.7896315435277,32.2475226845338,0.00669634981424689,82.4732174218987
1095,38983,-86.3066396523107,34.3668665343135,0.00424535954894048,85.6073801251233
1101,44369,-86.2075487811554,32.2201318250409,0.00545114855606064,83.7480433533708
1115,51859,-86.3148328729184,33.7155602261351,0.00445314675378033,81.1215216054363
1119,19501,-88.1987679087068,32.5907648259511,0.00622195159125497,84.8586877080632
1121,35155,-86.1662280054688,33.3799121703038,0.0051803676799302,83.8836435857043
1131,23750,-87.3080810440009,31.9893629505865,0.00618389703306593,85.5916900183638
2105,52419,-135.61290932043,58.2853802784403,0.0464784902964995,61.0302416972822
2240,62670,-143.206180728835,63.8653443119613,0.169572402155672,75.5993316604931
4005,50234,-111.768791640503,35.8352074168387,0.127082649290847,80.6260858343473
4009,45964,-109.887158284014,32.9319789812506,0.0316194855035039,76.3638775608674
4012,34466,-113.982466370411,33.7287228006555,0.0307500321639767,71.5786176610244
4013,54229,-112.493013342758,33.3480504838883,0.062848748910411,80.7092140457088
4027,40743,-113.9055831734,32.7686400519155,0.0376105922986234,76.8182102321328
5003,34263,-91.7685091377853,33.1912080242558,0.00640873760958961,87.2551445459344
5007,56239,-94.2563029152852,36.3387860795266,0.00601952888526259,77.4324511531172
5061,34229,-93.9933217724773,34.0886465003528,0.0040574666357138,82.8597264702773
5075,32379,-91.1070442784584,36.0412553627377,0.00403276681427342,85.7950597319726
5093,34612,-90.054420686482,35.7636256377003,0.00626229038346148,85.6259488672245
5095,27647,-91.2037422442377,34.6775595537606,0.00423251707832173,87.8462800246765
5103,31293,-92.8819801199139,33.5932396307737,0.0050403961908371,81.106236716499
5117,35833,-91.5527647333583,34.8295643351103,0.00460180595260412,84.6236883015256
5131,38575,-94.2742660400942,35.1995144775421,0.00372702464808693,80.8351498712877
5133,36579,-94.2410347462071,33.9970768480851,0.00395987081926406,83.9674695448484
5147,28993,-91.2430485147065,35.1861966157046,0.00404628142966657,85.8732753372097
6045,42980,-123.391230698526,39.4387899584022,0.0239141633025653,71.7969277679773
6051,56944,-118.884080058046,37.9385419231018,0.0213133090534159,76.22001819514
6065,56603,-115.99389106679,33.7463814272249,0.0497578630897093,72.9445898450529
6069,71077,-121.074063340426,36.6055187411813,0.00946908892400507,79.44726843288
6079,60691,-120.403043610279,35.3870803355977,0.0226367136925034,76.6833795428639
6083,63985,-120.016170967896,34.6725681175191,0.018742853579228,75.577804022772
6101,52017,-121.694507413542,39.034256604716,0.00414110221903815,85.0566089790482
6107,42031,-118.800390605121,36.2199831442992,0.032949683916601,80.3041911520707
8019,67710,-105.644348932043,39.6891892477935,0.00269577432068931,72.365991259567
8023,31321,-105.428367695349,37.27782364795,0.00837798474147756,73.3455777534632
8031,53637,-104.876161154433,39.7621060982765,0.00105441690815821,72.7302948260219
8055,31715,-104.960543984471,37.6846579455377,0.0108452766583997,78.2443504573518
19027,50559,-94.8605649397562,42.0361310696755,0.00387743800464364,80.0872826605828
